Split	SentIdx	StartPos	EndPos	Inner	Sentence	NEType	SourcePhrase	TargetNE	C	D	c	m	f	X	FL	TBD	AnnotationIssues	Comments
Test	3083	2	2	0	Herr Grobi war so freundlich und hat sich bereits als ehrenamtlicher Helfer bei mir auf Station 4 vorgestellt .	Person	Grobi	Grobi	0	0	0	0	0	0	0	1		[TBD]
Test	3085	1	1	0	Birk wurde 1893 als erster Sozialdemokrat Mitglied des Gemeinderates in München .	Person	Birk	Birk	0	0	0	0	0	0	0	1		[TBD]
Test	3085	11	11	0	Birk wurde 1893 als erster Sozialdemokrat Mitglied des Gemeinderates in München .	Location	München	München	0	0	0	0	0	0	0	0		L
Test	3086	5	5	0	Mit 15 Jahren nahm Bican eine Anstellung bei einer Firma namens Farbenlutz im 10. Wiener Bezirk an und spielte auch in deren Firmenmannschaft .	Person	Bican	Bican	0	0	0	0	0	0	0	1		[TBD]
Test	3086	12	12	0	Mit 15 Jahren nahm Bican eine Anstellung bei einer Firma namens Farbenlutz im 10. Wiener Bezirk an und spielte auch in deren Firmenmannschaft .	Organisation	Farbenlutz	Farbenlutz	0	0	0	0	0	0	0	1		[TBD]
Test	3086	15	15	0	Mit 15 Jahren nahm Bican eine Anstellung bei einer Firma namens Farbenlutz im 10. Wiener Bezirk an und spielte auch in deren Firmenmannschaft .	Location-derived	Wiener	Wiener	0	0	0	0	0	0	0	1		[TBD]
Test	3088	10	10	0	Jetzt sollen jüngere Kandidaten antretenDie Ex-Genossen glauben , Kreisvorsitzender Pawlovsky habe Stimmung gegen Beisheim gemacht , und kündigten den Fraktionsaustritt an .	Person	Pawlovsky	Pawlovsky	0	0	0	0	0	0	0	1		[TBD]
Test	3088	14	14	0	Jetzt sollen jüngere Kandidaten antretenDie Ex-Genossen glauben , Kreisvorsitzender Pawlovsky habe Stimmung gegen Beisheim gemacht , und kündigten den Fraktionsaustritt an .	Location	Beisheim	Beisheim	0	0	0	0	0	0	0	0		L
Test	3091	10	10	0	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Location	England	England	0	0	0	0	0	0	0	0		L
Test	3091	17	18	0	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Organisation	Royal Navy	Royal Navy	0	0	0	0	0	0	0	1		[TBD]
Test	3091	20	20	0	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Location-derived	türkische	türkische	0	0	0	0	0	0	0	1		[TBD]
Test	3091	22	23	0	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Other	Sultan Osman	Sultan Osman	0	0	0	0	0	0	0	0	3	L full TNE/correct spelling "Sultan Osman I."
Test	3091	23	24	1	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Person	Osman I.	Osman I.	0	0	0	0	0	0	0	0		L
Test	3091	27	28	0	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Other	HMS Agincourt	HMS Agincourt	0	0	0	0	0	0	0	0		L
Test	3091	28	28	1	Statt dessen erhielt diesen Namen das bei Kriegsausbruch in England im Bau befindliche und von der Royal Navy beschlagnahmte türkische Schlachtschiff Sultan Osman I. ( → HMS Agincourt ) .	Location	Agincourt	Agincourt	0	0	0	0	0	0	0	0		L
Test	3092	1	1	0	Fuentes soll unter anderem Blut manipuliert haben .	Person	Fuentes	Fuentes	0	0	0	0	0	0	0	1		[TBD]
Test	3093	5	7	0	Um 1100 wird mit Richwin von Commercy erstmals ein nach dem Ort benanntes Adelsgeschlecht genannt .	Person	Richwin von Commercy	Richwin von Commercy	0	0	0	0	0	0	0	1		[TBD]
Test	3093	7	7	1	Um 1100 wird mit Richwin von Commercy erstmals ein nach dem Ort benanntes Adelsgeschlecht genannt .	Location	Commercy	Commercy	0	0	0	0	0	0	0	1		[TBD]
Test	3094	10	10	1	Ein Jahr später war auf der Webseite des Motorradherstellers Harley Davidson eine neue Version von Better zu hören , die umgehend wieder entfernt wurde .	Person	Harley	Harley	0	0	0	0	0	0	0	0		L
Test	3094	10	11	0	Ein Jahr später war auf der Webseite des Motorradherstellers Harley Davidson eine neue Version von Better zu hören , die umgehend wieder entfernt wurde .	Organisation	Harley Davidson	Harley Davidson	0	0	0	0	0	0	0	1		[TBD]
Test	3094	11	11	1	Ein Jahr später war auf der Webseite des Motorradherstellers Harley Davidson eine neue Version von Better zu hören , die umgehend wieder entfernt wurde .	Person	Davidson	Davidson	0	0	0	0	0	0	0	0		L
Test	3094	16	16	0	Ein Jahr später war auf der Webseite des Motorradherstellers Harley Davidson eine neue Version von Better zu hören , die umgehend wieder entfernt wurde .	Other	Better	Better	0	0	0	0	0	0	0	0		L
Test	3098	7	7	0	Betriebsergebnis versechsfachte sich auf 152 Millionen Dollar .	Other	Dollar	Dollar	0	0	0	0	0	0	0	0		L
Test	3099	10	11	0	Im Oktober 2004 kehrte die Band mit der Single Unconditional Love zurück , der am 5. November 2004 das Album Love Beyond This World folgte .	Other	Unconditional Love	Unconditional Love	0	0	0	0	0	0	0	1		[TBD]
Test	3099	21	24	0	Im Oktober 2004 kehrte die Band mit der Single Unconditional Love zurück , der am 5. November 2004 das Album Love Beyond This World folgte .	Other	Love Beyond This World	Love Beyond This World	0	0	0	0	0	0	0	1		[TBD]
Test	3100	1	2	0	Hanka Kupfernagel ist ein wenig erkältet , sie hat im Sommer keine Rennen bestritten und Trainingsrückstand , die Form stimmt noch nicht .	Person	Hanka Kupfernagel	Hanka Kupfernagel	0	0	0	0	0	0	0	1		[TBD]
Test	3101	9	9	0	Beide Nebenprojekte veröffentlichte er auf seinem eigenen Label RekordsRekords .	Organisation	RekordsRekords	RekordsRekords	0	0	0	0	0	0	0	0		L
Test	3103	5	5	0	Kraftvoll schwingt sich der Kanadier von einem Highlight zum nächsten .	Location-derived	Kanadier	Kanadier	0	0	0	0	0	0	0	1		[TBD]
Test	3104	1	1	0	Käßmann sagte der PNP , sie könne die Kritik in keiner Weise nachvollziehen , zumal 2013 erst Krippenplätze für jedes dritte Kind zur Verfügung stünden .	Person	Käßmann	Käßmann	0	0	0	0	0	0	0	1		[TBD]
Test	3104	4	4	0	Käßmann sagte der PNP , sie könne die Kritik in keiner Weise nachvollziehen , zumal 2013 erst Krippenplätze für jedes dritte Kind zur Verfügung stünden .	Organisation	PNP	PNP	0	0	0	0	0	0	0	1		[TBD]
Test	3106	6	6	0	Als stärkste Fraktion stellte die NSDAP ab 1932 den Landtagspräsidenten .	Organisation	NSDAP	NSDAP	0	0	0	0	0	0	0	0		L
Test	3107	11	11	0	Aber wahrscheinlich stecken wirtschaftliche Gründe dahinter : Für die jungen Jurassier sind die Aussichten bei der Stellensuche in Basel besser als jene der Basler , im Jura zu arbeiten .	Location-derived	Jurassier	Jura	0	1	0	1	0	0	0	0		3b
Test	3107	19	19	0	Aber wahrscheinlich stecken wirtschaftliche Gründe dahinter : Für die jungen Jurassier sind die Aussichten bei der Stellensuche in Basel besser als jene der Basler , im Jura zu arbeiten .	Location	Basel	Basel	0	0	0	0	0	0	0	0		L
Test	3107	24	24	0	Aber wahrscheinlich stecken wirtschaftliche Gründe dahinter : Für die jungen Jurassier sind die Aussichten bei der Stellensuche in Basel besser als jene der Basler , im Jura zu arbeiten .	Location-derived	Basler	Basler	0	0	0	0	0	0	0	1		[TBD]
Test	3107	27	27	0	Aber wahrscheinlich stecken wirtschaftliche Gründe dahinter : Für die jungen Jurassier sind die Aussichten bei der Stellensuche in Basel besser als jene der Basler , im Jura zu arbeiten .	Location	Jura	Jura	0	0	0	0	0	0	0	1		[TBD]
Test	3109	4	5	0	Als 1924 der Republikanische Schutzbund gegründet wurde , wurde er dessen Stabschef .	Organisation	Republikanische Schutzbund	Republikanische Schutzbund	0	0	0	0	0	0	0	1		[TBD]
Test	3112	1	2	0	Randolph Harrison zeigte Anfang 2007 , dass die Ökonomie von Second Life Charakteristika eines Schneeballsystems aufweist .	Person	Randolph Harrison	Randolph Harrison	0	0	0	0	0	0	0	0		L
Test	3112	11	12	0	Randolph Harrison zeigte Anfang 2007 , dass die Ökonomie von Second Life Charakteristika eines Schneeballsystems aufweist .	Other	Second Life	Second Life	0	0	0	0	0	0	0	1		[TBD]
Test	3113	5	6	0	Im selben Jahr begründete Henry Mathews zusammen mit Helmut Paschlau und Axel Köhler-Schnura den Dachverband der Kritischen Aktionärinnen und Aktionäre .	Person	Henry Mathews	Henry Mathews	0	0	0	0	0	0	0	1		[TBD]
Test	3113	9	10	0	Im selben Jahr begründete Henry Mathews zusammen mit Helmut Paschlau und Axel Köhler-Schnura den Dachverband der Kritischen Aktionärinnen und Aktionäre .	Person	Helmut Paschlau	Helmut Paschlau	0	0	0	0	0	0	0	0		L
Test	3113	12	13	0	Im selben Jahr begründete Henry Mathews zusammen mit Helmut Paschlau und Axel Köhler-Schnura den Dachverband der Kritischen Aktionärinnen und Aktionäre .	Person	Axel Köhler-Schnura	Axel Köhler-Schnura	0	0	0	0	0	0	0	1		[TBD]
Test	3114	6	6	0	Als Teil einer elegant am Potomac entlangkurvenden Anlage , in der auch Eigentumswohnungen und Büros untergebracht sind , müsste das Hotel von Grund auf renoviert werden .	Location	Potomac	Potomac	0	0	0	0	0	0	0	1		[TBD]
Test	3115	3	3	0	Dem „ Addiopizzo-Komitee “ Palermos kann es nur helfen , wenn man um die Schattenseiten der Stadt einen Bogen macht – den Plan dafür bekommt man an Bahnhof und Flughafen , in Hotels und Lokalen , die bei der Aktion mitmachen , und in Touristenbüros .	Organisation	Addiopizzo-Komitee	Addiopizzo-Komitee	0	0	0	0	0	0	0	0		L
Test	3115	5	5	0	Dem „ Addiopizzo-Komitee “ Palermos kann es nur helfen , wenn man um die Schattenseiten der Stadt einen Bogen macht – den Plan dafür bekommt man an Bahnhof und Flughafen , in Hotels und Lokalen , die bei der Aktion mitmachen , und in Touristenbüros .	Location	Palermos	Palermos	0	0	0	0	0	0	0	1		[TBD]
Test	3116	5	5	0	Deren Nutzbarkeit ist in Kenia insbesondere im ländlichen Bereich durch die geringe Vor-Ort-Verfügbarkeit von Bankfilialen und Geldautomaten stark eingeschränkt .	Location	Kenia	Kenia	0	0	0	0	0	0	0	1		[TBD]
Test	3120	1	2	0	Warren Barker absolvierte sein Studium an der University of California in Los Angeles und ergänzte es durch private Kompositions -Studien bei Mario Castelnuevo-Tedesco und Henri Pensis .	Person	Warren Barker	Warren Barker	0	0	0	0	0	0	0	0		L
Test	3120	8	10	0	Warren Barker absolvierte sein Studium an der University of California in Los Angeles und ergänzte es durch private Kompositions -Studien bei Mario Castelnuevo-Tedesco und Henri Pensis .	Organisation	University of California	University of California	0	0	0	0	0	0	0	1		[TBD]
Test	3120	10	10	1	Warren Barker absolvierte sein Studium an der University of California in Los Angeles und ergänzte es durch private Kompositions -Studien bei Mario Castelnuevo-Tedesco und Henri Pensis .	Location	California	California	0	0	0	0	0	0	0	1		[TBD]
Test	3120	12	13	0	Warren Barker absolvierte sein Studium an der University of California in Los Angeles und ergänzte es durch private Kompositions -Studien bei Mario Castelnuevo-Tedesco und Henri Pensis .	Location	Los Angeles	Los Angeles	0	0	0	0	0	0	0	1		[TBD]
Test	3120	22	23	0	Warren Barker absolvierte sein Studium an der University of California in Los Angeles und ergänzte es durch private Kompositions -Studien bei Mario Castelnuevo-Tedesco und Henri Pensis .	Person	Mario Castelnuevo-Tedesco	Mario Castelnuevo-Tedesco	0	0	0	0	0	0	0	0	3	L correct spelling "Mario Castelnuovo-Tedesco"
Test	3120	25	26	0	Warren Barker absolvierte sein Studium an der University of California in Los Angeles und ergänzte es durch private Kompositions -Studien bei Mario Castelnuevo-Tedesco und Henri Pensis .	Person	Henri Pensis	Henri Pensis	0	0	0	0	0	0	0	1		[TBD]
Test	3122	1	1	0	Schädelin war von 1958 bis 1973 im Berner Gemeinderat als Fürsorge- und Gesundheitsdirektor tätig .	Person	Schädelin	Schädelin	0	0	0	0	0	0	0	1		[TBD]
Test	3122	8	8	0	Schädelin war von 1958 bis 1973 im Berner Gemeinderat als Fürsorge- und Gesundheitsdirektor tätig .	Location-derived	Berner	Bern	0	1	1	0	0	0	0	0		4
Test	3123	1	1	0	Weibulls Verteilung legte zusammen mit Shainins Erfahrungen bei Hamilton Standard den Grundstein für Shainins späteres System für Produktzuverlässigkeit .	Person	Weibulls	Weibulls	0	0	0	0	0	0	0	1		[TBD]
Test	3123	6	6	0	Weibulls Verteilung legte zusammen mit Shainins Erfahrungen bei Hamilton Standard den Grundstein für Shainins späteres System für Produktzuverlässigkeit .	Person	Shainins	Shainins	0	0	0	0	0	0	0	1		[TBD]
Test	3123	9	10	0	Weibulls Verteilung legte zusammen mit Shainins Erfahrungen bei Hamilton Standard den Grundstein für Shainins späteres System für Produktzuverlässigkeit .	Organisation	Hamilton Standard	Hamilton Standard	0	0	0	0	0	0	0	0		L
Test	3123	14	14	0	Weibulls Verteilung legte zusammen mit Shainins Erfahrungen bei Hamilton Standard den Grundstein für Shainins späteres System für Produktzuverlässigkeit .	Person	Shainins	Shainins	0	0	0	0	0	0	0	1		[TBD]
Test	3124	4	4	0	Nun hofft Familie Domröse , dass Nadine in die Fußstapfen ihrer zwei Jahre älteren Schwester Daniela tritt und die Krone der Schönsten von ihr übernimmt .	Person	Domröse	Domröse	0	0	0	0	0	0	0	1		[TBD]
Test	3124	7	7	0	Nun hofft Familie Domröse , dass Nadine in die Fußstapfen ihrer zwei Jahre älteren Schwester Daniela tritt und die Krone der Schönsten von ihr übernimmt .	Person	Nadine	Nadine	0	0	0	0	0	0	0	1		[TBD]
Test	3124	16	16	0	Nun hofft Familie Domröse , dass Nadine in die Fußstapfen ihrer zwei Jahre älteren Schwester Daniela tritt und die Krone der Schönsten von ihr übernimmt .	Person	Daniela	Daniela	0	0	0	0	0	0	0	0		L
Test	3126	13	13	0	Zwischen der Denksäule und dem Ehrenfriedhof wurde 1959 das Ehrenmal der 1. Ostpreußischen Infanteriedivision eingeweiht .	Location-derived	Ostpreußischen	Ostpreußischen	0	0	0	0	0	0	0	1		[TBD]
Test	3129	4	5	0	Der Fall : Markus Schmidt ( 37 ) aus Neukölln ist seit September 2008 Kunde von Talkline und hat zwei Handynummern .	Person	Markus Schmidt	Markus Schmidt	0	0	0	0	0	0	0	0		L
Test	3129	10	10	0	Der Fall : Markus Schmidt ( 37 ) aus Neukölln ist seit September 2008 Kunde von Talkline und hat zwei Handynummern .	Location	Neukölln	Neukölln	0	0	0	0	0	0	0	1		[TBD]
Test	3129	17	17	0	Der Fall : Markus Schmidt ( 37 ) aus Neukölln ist seit September 2008 Kunde von Talkline und hat zwei Handynummern .	Organisation	Talkline	Talkline	0	0	0	0	0	0	0	1		[TBD]
Test	3131	17	17	0	Während es in anderen Ländern Minuten nach der Schließung der Wahllokale verlässliche Hochrechnungen gibt , rätselt Italien Stunden und Tage über den Wahlausgang : Schuld ist das komplizierte neue Wahlrecht .	Location	Italien	Italien	0	0	0	0	0	0	0	1		[TBD]
Test	3132	3	3	0	Der neue arabische Grossaktionär hat eine Aufstockung seines Anteils an dem Konzern in Zukunft nicht ausgeschlossen .	Location-derived	arabische	arabische	0	0	0	0	0	0	0	1		[TBD]
Test	3133	2	2	0	Die Bundeswehr zelebrierte einen sogenannten “ Großen Zapfenstreich” , der in seiner Präsentation fatal an dunkelste Zeiten erinnerte .	Organisation	Bundeswehr	Bundeswehr	0	0	0	0	0	0	0	1		[TBD]
Test	3134	14	14	0	Die meisten Anbieter verlangen eine einmalige pauschale Gebühr , beispielsweise 50 oder 100 Euro , völlig unabhängig vom aktuellen Guthaben respektive Beitrag .	Other	Euro	Euro	0	0	0	0	0	0	0	1		[TBD]
Test	3138	5	5	0	Sie gewann damit die olympische Goldmedaille und erzielte damit den größten Erfolg , den eine Sportlerin oder ein Sportler überhaupt erringen kann .	Organisation-derived	olympische	olympische	0	0	0	0	0	0	0	1		[TBD]
Test	3139	17	17	0	“ Das ist für uns auch eine Frage der Wettbewerbsfähigkeit “ , sagte am Freitag der liechtensteinische Regierungssprecher Max Hohenberg der Nachrichtenagentur AFP .	Location-derived	liechtensteinische	liechtensteinische	0	0	0	0	0	0	0	1		[TBD]
Test	3139	19	20	0	“ Das ist für uns auch eine Frage der Wettbewerbsfähigkeit “ , sagte am Freitag der liechtensteinische Regierungssprecher Max Hohenberg der Nachrichtenagentur AFP .	Person	Max Hohenberg	Max Hohenberg	0	0	0	0	0	0	0	1		[TBD]
Test	3139	23	23	0	“ Das ist für uns auch eine Frage der Wettbewerbsfähigkeit “ , sagte am Freitag der liechtensteinische Regierungssprecher Max Hohenberg der Nachrichtenagentur AFP .	Organisation	AFP	AFP	0	0	0	0	0	0	0	1		[TBD]
Test	3141	7	8	0	Derzeit arbeiten dort Mitarbeiter der Firma PricewaterhouseCoopers AG .	Organisation	PricewaterhouseCoopers AG	PricewaterhouseCoopers AG	0	0	0	0	0	0	0	0		L
Test	3142	7	7	0	Die Militäraktion ziele darauf , die Hisbollah weiter zu schwächen und damit der von den UN angestrebten Entsendung libanesischer Soldaten den Weg zu bereiten , verlautete aus Regierungskreisen in Jerusalem .	Organisation	Hisbollah	Hisbollah	0	0	0	0	0	0	0	1		[TBD]
Test	3142	16	16	0	Die Militäraktion ziele darauf , die Hisbollah weiter zu schwächen und damit der von den UN angestrebten Entsendung libanesischer Soldaten den Weg zu bereiten , verlautete aus Regierungskreisen in Jerusalem .	Organisation	UN	UN	0	0	0	0	0	0	0	0		L
Test	3142	19	19	0	Die Militäraktion ziele darauf , die Hisbollah weiter zu schwächen und damit der von den UN angestrebten Entsendung libanesischer Soldaten den Weg zu bereiten , verlautete aus Regierungskreisen in Jerusalem .	Location-derived	libanesischer	Libanon	0	2	1	1	1	0	0	0		
Test	3142	30	30	0	Die Militäraktion ziele darauf , die Hisbollah weiter zu schwächen und damit der von den UN angestrebten Entsendung libanesischer Soldaten den Weg zu bereiten , verlautete aus Regierungskreisen in Jerusalem .	Location	Jerusalem	Jerusalem	0	0	0	0	0	0	0	0		L
Test	3143	8	9	0	Der siebenstöckige graue Klotz erinnert an den Kalten Krieg , als sich die Militärblöcke in West und Ost hochgerüstet bis an die Zähne gegenüber standen und ein Atomkrieg immer auch eine Möglichkeit der Politik war .	Other	Kalten Krieg	Kalten Krieg	0	0	0	0	0	0	0	1		[TBD]
Test	3145	5	5	0	Am Montag war der DAX der Marke von 7 000 Punkten so nahe gekommen wie letztmals im Februar .	Other	DAX	DAX	0	0	0	0	0	0	0	1		[TBD]
Test	3146	10	10	0	In den Koalitionsverhandlungen sei es darum gegangen , ob Union und SPD “ Schnellschüsse “ machen , die danach womöglich zu “ Komplikationen “ führen , oder ob solide Konzepte vorgelegt werden .	Organisation	Union	Union	0	0	0	0	0	0	0	1		[TBD]
Test	3146	12	12	0	In den Koalitionsverhandlungen sei es darum gegangen , ob Union und SPD “ Schnellschüsse “ machen , die danach womöglich zu “ Komplikationen “ führen , oder ob solide Konzepte vorgelegt werden .	Organisation	SPD	SPD	0	0	0	0	0	0	0	0		L
Test	3147	2	2	0	Das RVG ersetzt ab dem genannten Zeitpunkt die bisher geltenden Vorschriften der Bundesrechtsanwaltsgebührenordnung ( BRAGO ) und gilt für Aufträge , die nach dem 30. Juni 2004 gegenüber Rechtsanwälten erteilt werden .	Organisation	RVG	RVG	0	0	0	0	0	0	0	0		L
Test	3149	8	8	0	Doch seine Recherchen über ein dunkles Kapitel Schweizer Geschichte , als die Fahrenden mit brutalen Methoden seßhaft gemacht werden sollten , werden von vorgesetzten Ärmelschonern sabotiert und Hunkeler wird vom Dienst suspendiert .	Location-derived	Schweizer	Schweizer	0	0	0	0	0	0	0	1		[TBD]
Test	3149	28	28	0	Doch seine Recherchen über ein dunkles Kapitel Schweizer Geschichte , als die Fahrenden mit brutalen Methoden seßhaft gemacht werden sollten , werden von vorgesetzten Ärmelschonern sabotiert und Hunkeler wird vom Dienst suspendiert .	Person	Hunkeler	Hunkeler	0	0	0	0	0	0	0	1		[TBD]
Test	3150	9	9	0	Von 1930 bis 1932 war er Senator im US-Kongress , wurde aber bei den folgenden Wahlen nicht in diesem Amt bestätigt .	Location-part	US-Kongress	US-Kongress	0	0	0	0	0	0	0	1		[TBD]
Test	3151	10	11	0	In dieser Zeit arbeitete er mit dem bekannten Trainer Butch Harmon intensiv an seinem Schwung .	Person	Butch Harmon	Butch Harmon	0	0	0	0	0	0	0	1		[TBD]
Test	3154	1	1	0	Kohlhammer , Stuttgart 2002 , 297 S. , Dissertation * Dietmar Zeilinger : George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen .	Organisation	Kohlhammer	Kohlhammer	0	0	0	0	0	0	0	1		[TBD]
Test	3154	3	3	0	Kohlhammer , Stuttgart 2002 , 297 S. , Dissertation * Dietmar Zeilinger : George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen .	Location	Stuttgart	Stuttgart	0	0	0	0	0	0	0	0		L
Test	3154	11	12	0	Kohlhammer , Stuttgart 2002 , 297 S. , Dissertation * Dietmar Zeilinger : George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen .	Person	Dietmar Zeilinger	Dietmar Zeilinger	0	0	0	0	0	0	0	1		[TBD]
Test	3154	14	15	1	Kohlhammer , Stuttgart 2002 , 297 S. , Dissertation * Dietmar Zeilinger : George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen .	Person	George Taboris	George Tabori	0	0	0	0	1	0	0	0		
Test	3154	14	20	0	Kohlhammer , Stuttgart 2002 , 297 S. , Dissertation * Dietmar Zeilinger : George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen .	Other	George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen	George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen	0	0	0	0	0	0	0	0		L
Test	3154	19	19	1	Kohlhammer , Stuttgart 2002 , 297 S. , Dissertation * Dietmar Zeilinger : George Taboris Holocaust-Stücke im Kontext deutscher Bewältigungsdramen .	Location-derived	deutscher	Deutschland	0	0	0	0	0	1	0	1	1	SNE is a simple lexeme and not derived
Test	3156	4	4	0	Komplikationen Bei einer Monteggia-Fraktur können der Nervus radialis ( → Radialislähmung ) und die Gefäße der Ellenbeuge geschädigt werden .	Person-part	Monteggia-Fraktur	Monteggia	1	0	0	0	0	0	0	0		
Test	3158	4	5	0	Die Berufung von Konrad Celtis an die Universität Wien als Professor der Rhetorik und Poetik ( 1497 ) durch Maximilian I. ( HRR ) führte zu einer weiteren Verbreitung des Humanismus .	Person	Konrad Celtis	Konrad Celtis	0	0	0	0	0	0	0	1		[TBD]
Test	3158	8	9	0	Die Berufung von Konrad Celtis an die Universität Wien als Professor der Rhetorik und Poetik ( 1497 ) durch Maximilian I. ( HRR ) führte zu einer weiteren Verbreitung des Humanismus .	Organisation	Universität Wien	Universität Wien	0	0	0	0	0	0	0	1		[TBD]
Test	3158	9	9	1	Die Berufung von Konrad Celtis an die Universität Wien als Professor der Rhetorik und Poetik ( 1497 ) durch Maximilian I. ( HRR ) führte zu einer weiteren Verbreitung des Humanismus .	Location	Wien	Wien	0	0	0	0	0	0	0	1		[TBD]
Test	3158	20	21	0	Die Berufung von Konrad Celtis an die Universität Wien als Professor der Rhetorik und Poetik ( 1497 ) durch Maximilian I. ( HRR ) führte zu einer weiteren Verbreitung des Humanismus .	Person	Maximilian I.	Maximilian I.	0	0	0	0	0	0	0	0		L
Test	3159	5	5	0	Nach diesem Vorfall setzt Malèna ihr gutes Aussehen ein , um zu überleben .	Person	Malèna	Malèna	0	0	0	0	0	0	0	1		[TBD]
Test	3160	1	1	0	Rijnmond ist eine aus 23 Gemeinden bestehende öffentlich-rechtliche Körperschaft und umfasst 536 km² ( davon Rotterdam : 186 km² ) .	Location	Rijnmond	Rijnmond	0	0	0	0	0	0	0	0		L
Test	3160	16	16	0	Rijnmond ist eine aus 23 Gemeinden bestehende öffentlich-rechtliche Körperschaft und umfasst 536 km² ( davon Rotterdam : 186 km² ) .	Location	Rotterdam	Rotterdam	0	0	0	0	0	0	0	1		[TBD]
Test	3161	10	10	0	Die Antwort gibt es ab 20.45 Uhr in der ARD .	Organisation	ARD	ARD	0	0	0	0	0	0	0	1		[TBD]
Test	3162	2	2	0	In Mauretanien hat das Militär am Mittwoch alle strategischen Positionen in der Hauptstadt Nouakschott besetzt .	Location	Mauretanien	Mauretanien	0	0	0	0	0	0	0	1		[TBD]
Test	3162	14	14	0	In Mauretanien hat das Militär am Mittwoch alle strategischen Positionen in der Hauptstadt Nouakschott besetzt .	Location	Nouakschott	Nouakschott	0	0	0	0	0	0	0	1		[TBD]
Test	3164	12	12	0	Allein der Vorrat von waffenfähigem Stoff außerhalb der Sprengkopflager wird laut IISS-Studie auf rund 600 000 Tonnen geschätzt .	Organisation-part	IISS-Studie	IISS-Studie	0	0	0	0	0	0	0	1		[TBD]
Test	3166	14	15	0	Heute , fast 250 Jahre später , gibt es neben dem Originalgeschäft von Haci Bekir drei weitere Verkaufsstellen und eine Fabrik auf der asiatischen Seite von Istanbul mit insgesamt 80 Angestellten .	Organisation	Haci Bekir	Haci Bekir	0	0	0	0	0	0	0	1		[TBD]
Test	3166	24	24	0	Heute , fast 250 Jahre später , gibt es neben dem Originalgeschäft von Haci Bekir drei weitere Verkaufsstellen und eine Fabrik auf der asiatischen Seite von Istanbul mit insgesamt 80 Angestellten .	Location-derived	asiatischen	asiatischen	0	0	0	0	0	0	0	1		[TBD]
Test	3166	27	27	0	Heute , fast 250 Jahre später , gibt es neben dem Originalgeschäft von Haci Bekir drei weitere Verkaufsstellen und eine Fabrik auf der asiatischen Seite von Istanbul mit insgesamt 80 Angestellten .	Location	Istanbul	Istanbul	0	0	0	0	0	0	0	0		L
Test	3169	2	2	0	In Trastevere haben verschiedene Abteilungen des Vatikan ihren Sitz , wie z . B. der Päpstliche Rat für die Laien .	Location	Trastevere	Trastevere	0	0	0	0	0	0	0	1		[TBD]
Test	3169	7	7	0	In Trastevere haben verschiedene Abteilungen des Vatikan ihren Sitz , wie z . B. der Päpstliche Rat für die Laien .	Organisation	Vatikan	Vatikan	0	0	0	0	0	0	0	0	2	L correct type "Location"
Test	3170	8	8	0	Der 34-Jährige saß bis vergangene Woche in Tschechien in Auslieferungshaft . dpa/regioline vom 29.09.2005 15:31In den letzten 7 Tagen schon 62 mal gelesen - zuletzt am 29.09.2005 um 16:38.	Location	Tschechien	Tschechien	0	0	0	0	0	0	0	0		L
Test	3170	12	12	0	Der 34-Jährige saß bis vergangene Woche in Tschechien in Auslieferungshaft . dpa/regioline vom 29.09.2005 15:31In den letzten 7 Tagen schon 62 mal gelesen - zuletzt am 29.09.2005 um 16:38.	Organisation	dpa/regioline	dpa/regioline	0	0	0	0	0	0	0	1		[TBD]
Test	3175	3	4	0	Wiederum hat Jean Paul mit dem Leser gespielt .	Person	Jean Paul	Jean Paul	0	0	0	0	0	0	0	0		L
